message,attributes,tags,timestamp
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1659, in _execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773196708Z
HINT:  ,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773204378Z
"    result, _ = await self.__execute(","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773204628Z
                ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773211826Z
"NOTE: pgbouncer with pool_mode set to ""transaction"" or","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773215280Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1684, in __execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773219832Z
    return await self._do_execute(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773223416Z
           ^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773227256Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 1711, in _do_execute","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773231269Z
    stmt = await self._get_statement(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773235135Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773238599Z
"  File ""/usr/local/lib/python3.11/site-packages/asyncpg/connection.py"", line 397, in _get_statement","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773241897Z
    statement = await self._protocol.prepare(,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.773245455Z
"* if you have no option of avoiding the use of pgbouncer,","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.974936413Z
  then you can set statement_cache_size to 0 when creating,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.974948513Z
  the asyncpg connection object.,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.974954570Z
,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.974960477Z
"""statement"" does not support prepared statements properly.","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975027025Z
You have two options:,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975035099Z
,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975040906Z
* if you are using pgbouncer for connection pooling to a,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975045873Z
"  single server, switch to the connection pool functionality","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975050007Z
"  provided by asyncpg, it is a much better option for this","{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975053972Z
  purpose;,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975058590Z
,"{""level"":""error""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:01.975063216Z
"INFO:     100.64.0.2:26774 - ""GET /api/v1/clients/ HTTP/1.1"" 404 Not Found","{""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:03.988654849Z
"INFO:     100.64.0.2:26760 - ""OPTIONS /api/v1/admin/jobs HTTP/1.1"" 200 OK","{""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:03.988658527Z
Received token: eyJhbGciOiJFUzI1NiIs... (scheme: Bearer),"{""timestamp"":""2026-02-24T16:58:04.180873Z"",""source"":{""file"":""/app/core/auth.py"",""line"":501,""function"":""get_current_user""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.202215769Z
"Validating token. JWT_SECRET configured: True, SUPABASE_URL configured: True","{""timestamp"":""2026-02-24T16:58:04.180940Z"",""source"":{""file"":""/app/core/auth.py"",""line"":319,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.202220242Z
Token preview: eyJhbGciOiJFUzI1NiIsImtpZCI6Ij...,"{""timestamp"":""2026-02-24T16:58:04.181005Z"",""source"":{""file"":""/app/core/auth.py"",""line"":327,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.202224900Z
"Token algorithm: ES256, Key ID: 26bd5c72-1304-4d3b-afb0-15dad4da7f6a","{""timestamp"":""2026-02-24T16:58:04.181027Z"",""source"":{""file"":""/app/core/auth.py"",""line"":328,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.202228654Z
Token valid for 2578 more seconds,"{""timestamp"":""2026-02-24T16:58:04.181046Z"",""source"":{""file"":""/app/core/auth.py"",""line"":338,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.202233129Z
Token uses ES256 - attempting JWKS validation,"{""timestamp"":""2026-02-24T16:58:04.181065Z"",""source"":{""file"":""/app/core/auth.py"",""line"":344,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.202237335Z
"HTTP Request: GET https://romfgsniplxaslzndiki.supabase.co/auth/v1/.well-known/jwks.json ""HTTP/1.1 200 OK""","{""timestamp"":""2026-02-24T16:58:04.233195Z"",""source"":{""file"":""/usr/local/lib/python3.11/site-packages/httpx/_client.py"",""line"":1729,""function"":""_send_single_request""},""logger"":""httpx"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.245190160Z
JWKS fetched successfully from: https://romfgsniplxaslzndiki.supabase.co/auth/v1/.well-known/jwks.json,"{""timestamp"":""2026-02-24T16:58:04.233724Z"",""source"":{""file"":""/app/core/auth.py"",""line"":160,""function"":""_fetch_jwks""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.245195052Z
JWKS fetched successfully with 1 keys,"{""timestamp"":""2026-02-24T16:58:04.233897Z"",""source"":{""file"":""/app/core/auth.py"",""line"":348,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.245200235Z
"Found matching key with kid '26bd5c72-1304-4d3b-afb0-15dad4da7f6a', type 'EC'","{""timestamp"":""2026-02-24T16:58:04.233948Z"",""source"":{""file"":""/app/core/auth.py"",""line"":192,""function"":""_get_public_key_from_jwks""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.245207485Z
✅ Token validated locally using JWKS public key (ES256),"{""timestamp"":""2026-02-24T16:58:04.249542Z"",""source"":{""file"":""/app/core/auth.py"",""line"":360,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.251142505Z
Token validated successfully for user: hunor.lazar@datarevolt.agency,"{""timestamp"":""2026-02-24T16:58:04.249598Z"",""source"":{""file"":""/app/core/auth.py"",""line"":513,""function"":""get_current_user""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.251150433Z
BEGIN (implicit),"{""timestamp"":""2026-02-24T16:58:04.251108Z"",""source"":{""file"":""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py"",""line"":2685,""function"":""_connection_begin_impl""},""logger"":""sqlalchemy.engine.Engine"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.252447610Z
"SELECT jobs.id, jobs.client_id, jobs.status, jobs.started_at, jobs.completed_at, jobs.result_summary, jobs.logs, jobs.created_at, jobs.days, jobs.start_date, jobs.end_date, jobs.config, jobs.retry_count, jobs.max_retries, clients.name AS client_name 
FROM jobs JOIN clients ON clients.id = jobs.client_id ORDER BY jobs.started_at DESC 
 LIMIT $1::INTEGER OFFSET $2::INTEGER","{""timestamp"":""2026-02-24T16:58:04.252898Z"",""source"":{""file"":""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py"",""line"":1844,""function"":""_execute_context""},""logger"":""sqlalchemy.engine.Engine"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.253795906Z
"[generated in 0.00020s] (100, 0)","{""timestamp"":""2026-02-24T16:58:04.252978Z"",""source"":{""file"":""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py"",""line"":1844,""function"":""_execute_context""},""logger"":""sqlalchemy.engine.Engine"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.253801780Z
ROLLBACK,"{""timestamp"":""2026-02-24T16:58:04.523632Z"",""source"":{""file"":""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py"",""line"":2688,""function"":""_connection_rollback_impl""},""logger"":""sqlalchemy.engine.Engine"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.527692112Z
"INFO:     100.64.0.2:26760 - ""GET /api/v1/admin/jobs HTTP/1.1"" 200 OK","{""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:04.634065542Z
"INFO:     100.64.0.2:26760 - ""GET /api/v1/clients/ HTTP/1.1"" 404 Not Found","{""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:07.798133133Z
Received token: eyJhbGciOiJFUzI1NiIs... (scheme: Bearer),"{""timestamp"":""2026-02-24T16:58:20.114286Z"",""source"":{""file"":""/app/core/auth.py"",""line"":501,""function"":""get_current_user""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798547452Z
"Validating token. JWT_SECRET configured: True, SUPABASE_URL configured: True","{""timestamp"":""2026-02-24T16:58:20.114370Z"",""source"":{""file"":""/app/core/auth.py"",""line"":319,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798553101Z
Token preview: eyJhbGciOiJFUzI1NiIsImtpZCI6Ij...,"{""timestamp"":""2026-02-24T16:58:20.114447Z"",""source"":{""file"":""/app/core/auth.py"",""line"":327,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798557737Z
"Token algorithm: ES256, Key ID: 26bd5c72-1304-4d3b-afb0-15dad4da7f6a","{""timestamp"":""2026-02-24T16:58:20.114551Z"",""source"":{""file"":""/app/core/auth.py"",""line"":328,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798561877Z
Token valid for 2562 more seconds,"{""timestamp"":""2026-02-24T16:58:20.114578Z"",""source"":{""file"":""/app/core/auth.py"",""line"":338,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798566410Z
Token uses ES256 - attempting JWKS validation,"{""timestamp"":""2026-02-24T16:58:20.114596Z"",""source"":{""file"":""/app/core/auth.py"",""line"":344,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798570552Z
JWKS fetched successfully with 1 keys,"{""timestamp"":""2026-02-24T16:58:20.114630Z"",""source"":{""file"":""/app/core/auth.py"",""line"":348,""function"":""_validate_token_with_supabase""},""logger"":""core.auth"",""level"":""info""}","{""project"":""82a60368-a35f-407d-b91c-fda7c4df0a50"",""environment"":""35a62989-f226-4922-a94f-05b71577983e"",""service"":""edd77b6a-44ec-4dd0-bb6b-129583c5e8f4"",""deployment"":""65be7d91-a0e8-40d7-8fa9-14aa89a4add1"",""replica"":""a840cb83-51a9-4b35-8087-f3b0edb637f4""}",2026-02-24T16:58:27.798574687Z
